order_id,merchant_id,customer_id,order_date,accepted_flag,cancelled_flag,completed_flag,merchant_delay_flag,late_delivery_flag,defect_flag,complaint_flag,prep_time_minutes,customer_rating,refund_requested_flag,refund_amount,merchant_dispute_flag,gross_sales,promo_discount,commission_rate,commission_amount,merchant_cost,merchant_profit,new_customer_flag,repeat_customer_flag,payment_failed_flag
O00034692,M00653,C0100485,2026-03-11,0,1,0,0,0,0,0,,,0,0.0,0,37.96,0.0,0.2904,11.02,19.37,7.56,0,0,0
O00034693,M00653,C0091490,2026-03-19,1,0,1,1,0,0,0,17.97,4.0,0,0.0,0,28.05,0.0,0.2386,6.69,13.7,7.66,0,1,0
O00034694,M00653,C0162039,2026-03-21,1,0,1,0,0,0,0,22.52,4.0,0,0.0,0,28.89,0.0,0.1962,5.67,15.13,8.1,0,1,0
O00034695,M00653,C0060025,2026-03-28,1,0,1,0,0,0,0,20.2,4.0,0,0.0,0,25.32,0.0,0.35,8.86,13.79,2.67,0,1,0
O00034696,M00653,C0007870,2026-03-28,1,0,1,1,0,0,0,15.94,5.0,0,0.0,0,34.55,0.0,0.2592,8.96,17.57,8.02,0,1,0
O00034697,M00653,C0085404,2026-04-01,1,0,1,0,0,0,0,25.86,5.0,0,0.0,0,19.98,0.0,0.2151,4.3,11.96,3.72,0,1,0
O00034698,M00653,C0005913,2026-04-09,1,0,1,0,0,0,0,8.68,4.0,0,0.0,0,28.0,6.81,0.2248,6.29,15.92,-1.02,0,1,0
O00034699,M00653,C0020346,2026-04-09,1,0,1,1,0,1,0,20.24,4.0,0,0.0,0,42.5,0.0,0.2367,10.06,24.06,8.38,0,1,0
O00034700,M00653,C0169760,2026-04-11,1,0,1,0,1,0,0,23.28,5.0,0,0.0,0,30.26,0.0,0.2146,6.49,11.46,12.31,0,1,0
O00034701,M00653,C0026366,2026-04-12,1,0,1,0,0,0,0,22.2,4.0,0,0.0,0,24.61,4.21,0.2522,6.21,14.11,0.08,1,0,0
O00034702,M00653,C0066764,2026-04-14,1,0,1,0,0,0,0,11.85,4.0,0,0.0,0,15.56,0.0,0.2311,3.6,9.6,2.37,0,1,0
O00034703,M00653,C0088267,2026-04-16,1,0,1,0,0,0,0,19.24,4.0,0,0.0,0,23.17,0.0,0.232,5.38,12.61,5.19,0,1,0
O00034704,M00653,C0188856,2026-04-17,1,0,1,0,0,0,0,26.22,3.0,0,0.0,0,27.49,6.72,0.2597,7.14,13.42,0.21,0,1,0
O00034705,M00653,C0126624,2026-04-20,1,0,1,0,0,0,0,9.37,4.0,0,0.0,0,11.53,0.0,0.1977,2.28,4.74,4.51,0,1,0
O00034706,M00653,C0087072,2026-04-21,1,0,1,0,1,0,0,29.01,3.0,0,0.0,0,21.04,0.0,0.2536,5.34,10.72,4.99,0,1,0
O00034707,M00653,C0036516,2026-04-24,1,0,1,0,1,0,0,32.58,5.0,0,0.0,0,16.94,2.28,0.3362,5.7,10.09,-1.12,0,1,0
O00034708,M00653,C0171785,2026-04-25,1,0,1,0,0,0,0,16.54,4.0,0,0.0,0,21.09,0.0,0.2619,5.52,10.23,5.33,0,1,0
O00034709,M00653,C0056594,2026-04-26,0,1,0,0,0,0,0,,,0,0.0,0,44.63,7.0,0.2544,11.35,22.77,3.5,0,0,0
O00034710,M00653,C0179174,2026-04-30,1,0,1,0,0,0,0,23.35,4.0,0,0.0,0,30.24,0.0,0.2203,6.66,18.92,4.66,0,1,0
O00034711,M00653,C0168650,2026-04-30,1,0,1,0,0,0,0,12.97,4.0,0,0.0,0,18.86,0.0,0.2554,4.82,7.77,6.27,1,0,0
O00034712,M00653,C0058337,2026-05-02,1,0,1,0,0,0,0,15.48,5.0,0,0.0,0,22.1,0.0,0.2309,5.1,8.15,8.84,0,1,0
O00034713,M00653,C0007829,2026-05-03,1,0,1,0,1,0,0,22.88,5.0,0,0.0,0,20.21,0.0,0.2453,4.96,12.33,2.92,0,1,0
O00034714,M00653,C0166000,2026-05-13,1,0,1,0,0,0,0,20.22,4.0,0,0.0,0,40.94,0.0,0.1641,6.72,18.85,15.37,0,1,0
O00034715,M00653,C0084285,2026-05-16,1,0,1,0,0,0,0,11.68,5.0,0,0.0,0,21.2,0.0,0.2975,6.31,13.2,1.7,0,1,0
O00034716,M00653,C0193426,2026-05-19,1,0,1,0,0,0,0,18.38,4.0,0,0.0,0,36.41,0.0,0.2745,10.0,20.59,5.82,0,1,0
O00034717,M00653,C0153980,2026-05-19,1,0,1,0,0,0,0,19.91,4.0,0,0.0,0,20.59,0.0,0.2466,5.08,9.66,5.85,1,0,0
O00034718,M00653,C0143061,2026-05-22,1,0,1,0,0,0,0,22.7,4.0,0,0.0,0,25.54,6.99,0.2513,6.42,10.13,2.0,0,1,0
O00034719,M00653,C0046896,2026-05-22,1,0,1,0,0,0,0,11.82,4.0,0,0.0,0,15.63,0.0,0.2906,4.54,11.12,-0.03,0,1,0
O00034720,M00653,C0159971,2026-05-22,1,0,1,0,0,0,0,17.2,4.0,0,0.0,0,62.25,0.0,0.2421,15.07,39.74,7.43,0,1,0
O00034721,M00653,C0127933,2026-05-29,1,0,1,0,0,0,0,23.62,4.0,0,0.0,0,23.36,5.35,0.2375,5.55,9.84,2.62,0,1,0
O00034722,M00653,C0031354,2026-06-05,1,0,1,0,0,0,0,20.26,4.0,0,0.0,0,19.47,0.0,0.2214,4.31,10.74,4.42,0,1,0
O00034723,M00653,C0072896,2026-06-06,1,0,1,0,0,0,0,33.88,4.0,0,0.0,0,24.72,6.68,0.35,8.65,10.99,-1.6,0,1,0
O00034724,M00653,C0000735,2026-06-13,1,0,1,0,0,0,0,26.03,4.0,0,0.0,0,23.13,6.08,0.2557,5.92,14.0,-2.87,0,1,0
O00034725,M00653,C0087953,2026-06-14,1,0,1,0,0,0,0,20.36,4.0,0,0.0,0,32.13,0.0,0.2653,8.53,14.42,9.19,0,1,0
O00034726,M00653,C0007941,2026-06-15,1,0,1,0,0,0,0,21.55,5.0,0,0.0,0,45.59,0.0,0.2304,10.51,24.29,10.8,0,1,0
O00034727,M00653,C0185086,2026-06-19,1,0,1,0,0,0,0,27.76,5.0,0,0.0,0,23.0,0.0,0.2775,6.38,12.91,3.71,0,1,0
O00034728,M00653,C0164406,2026-06-21,1,0,1,0,0,0,0,17.78,5.0,0,0.0,0,13.67,0.0,0.1707,2.33,7.98,3.36,0,1,0
O00034729,M00653,C0084646,2026-06-22,1,0,1,0,0,0,0,22.59,4.0,0,0.0,0,31.88,6.18,0.1906,6.08,17.66,1.97,0,1,0
O00034730,M00653,C0022420,2026-06-23,1,0,1,0,0,0,0,31.11,5.0,0,0.0,0,22.91,0.0,0.308,7.06,12.02,3.83,0,1,0
O00034731,M00653,C0088074,2026-06-28,1,0,1,0,0,0,0,19.77,4.0,0,0.0,0,32.17,0.0,0.2581,8.3,15.56,8.3,0,1,0
O00034732,M00654,C0131565,2026-02-02,1,0,1,0,0,0,0,17.98,4.0,0,0.0,0,20.64,0.0,0.3012,6.22,10.8,3.63,0,1,0
O00034733,M00654,C0040178,2026-02-03,1,0,1,0,0,0,0,21.97,5.0,0,0.0,0,19.06,0.0,0.1969,3.75,12.26,3.04,0,1,0
O00034734,M00654,C0192876,2026-02-03,1,0,1,1,1,0,0,18.51,5.0,0,0.0,0,24.21,0.0,0.2809,6.8,12.85,4.55,0,1,0
O00034735,M00654,C0050665,2026-02-03,1,0,1,0,0,0,0,26.01,4.0,0,0.0,0,22.58,6.24,0.206,4.65,11.57,0.13,1,0,0
O00034736,M00654,C0004053,2026-02-04,1,0,1,0,0,0,0,15.24,5.0,0,0.0,0,18.41,0.0,0.2902,5.34,11.14,1.92,0,1,0
O00034737,M00654,C0197616,2026-02-06,1,0,1,0,0,0,0,12.59,5.0,0,0.0,0,21.5,3.91,0.2365,5.09,9.91,2.6,0,1,0
O00034738,M00654,C0199213,2026-02-07,1,0,1,0,0,0,0,19.97,4.0,0,0.0,0,20.19,0.0,0.331,6.68,11.44,2.07,1,0,0
O00034739,M00654,C0125093,2026-02-08,1,0,1,0,0,0,0,30.31,5.0,0,0.0,0,21.42,0.0,0.2797,5.99,11.9,3.53,0,1,0
O00034740,M00654,C0133843,2026-02-11,1,0,1,0,0,0,0,18.61,5.0,0,0.0,0,21.74,0.0,0.3046,6.62,12.25,2.86,0,1,0
O00034741,M00654,C0019177,2026-02-14,1,0,1,1,0,0,0,13.17,4.0,0,0.0,0,45.91,0.0,0.2692,12.36,23.1,10.45,1,0,0
O00034742,M00654,C0184905,2026-02-17,1,0,1,0,0,0,0,12.12,5.0,0,0.0,0,21.81,0.0,0.35,7.63,11.48,2.7,1,0,0
O00034743,M00654,C0079724,2026-02-18,1,0,1,0,0,0,0,18.23,5.0,0,0.0,0,37.63,0.0,0.2849,10.72,22.83,4.07,0,1,0
O00034744,M00654,C0102531,2026-02-18,1,0,1,0,0,0,0,15.3,4.0,0,0.0,0,22.26,3.63,0.2865,6.38,9.93,2.33,0,1,0
O00034745,M00654,C0061689,2026-02-19,1,0,1,0,0,0,0,22.7,4.0,0,0.0,0,25.6,0.0,0.3154,8.07,11.5,6.03,0,1,0
O00034746,M00654,C0037553,2026-02-19,1,0,1,0,0,0,0,18.3,4.0,0,0.0,0,32.4,3.18,0.216,7.0,20.58,1.64,1,0,0
O00034747,M00654,C0095078,2026-02-20,1,0,1,0,0,0,0,24.8,4.0,0,0.0,0,23.59,0.0,0.3064,7.23,15.16,1.2,0,1,0
O00034748,M00654,C0193360,2026-02-21,1,0,1,0,0,0,0,20.96,5.0,0,0.0,0,30.08,0.0,0.2467,7.42,18.57,4.09,0,1,0
O00034749,M00654,C0193549,2026-02-22,1,0,1,0,0,0,0,12.28,5.0,0,0.0,0,27.26,0.0,0.249,6.79,12.61,7.86,0,1,0
O00034750,M00654,C0033319,2026-02-22,1,0,1,0,0,0,0,14.51,5.0,0,0.0,0,20.67,0.0,0.199,4.11,10.19,6.37,0,1,0
O00034751,M00654,C0099419,2026-02-26,1,0,1,0,0,0,0,28.27,4.0,0,0.0,0,21.24,0.0,0.3042,6.46,12.91,1.87,0,1,0
O00034752,M00654,C0031017,2026-02-27,1,0,1,0,0,0,0,20.21,5.0,0,0.0,0,20.1,3.96,0.2643,5.31,9.86,0.97,0,1,0
O00034753,M00654,C0153532,2026-02-27,1,0,1,0,0,0,0,22.61,5.0,0,0.0,0,13.29,0.0,0.2453,3.26,6.2,3.83,0,1,0
O00034754,M00654,C0134153,2026-02-27,1,0,1,0,0,0,0,18.63,5.0,0,0.0,0,20.16,0.0,0.2756,5.56,9.48,5.12,0,1,1
O00034755,M00654,C0181239,2026-02-28,1,0,1,0,0,0,0,17.42,4.0,0,0.0,0,25.08,6.25,0.2953,7.41,13.27,-1.84,0,1,0
O00034756,M00654,C0147846,2026-03-04,1,0,1,0,0,0,0,12.9,4.0,0,0.0,0,39.15,8.92,0.2724,10.66,20.26,-0.7,1,0,0
O00034757,M00654,C0036309,2026-03-06,1,0,1,0,0,0,0,22.29,5.0,0,0.0,0,16.7,0.0,0.3104,5.18,7.69,3.83,1,0,0
O00034758,M00654,C0068459,2026-03-07,1,0,1,0,0,0,0,20.66,5.0,0,0.0,0,10.79,2.85,0.2319,2.5,6.31,-0.87,0,1,0
O00034759,M00654,C0006984,2026-03-07,1,0,1,1,1,0,0,16.66,5.0,0,0.0,0,21.83,0.0,0.2172,4.74,13.96,3.13,1,0,0
O00034760,M00654,C0023991,2026-03-07,1,0,1,0,1,0,0,25.57,4.0,0,0.0,0,17.3,0.0,0.2771,4.79,9.21,3.3,0,1,0
O00034761,M00654,C0170961,2026-03-07,1,0,1,0,0,0,0,22.61,5.0,0,0.0,0,17.28,0.0,0.3097,5.35,9.14,2.79,0,1,0
O00034762,M00654,C0095245,2026-03-09,1,0,1,0,0,0,0,25.91,4.0,0,0.0,0,22.21,0.0,0.2739,6.08,12.05,4.08,0,1,0
O00034763,M00654,C0167315,2026-03-12,1,0,1,0,0,0,0,12.19,4.0,0,0.0,0,13.92,0.0,0.2821,3.93,8.14,1.85,0,1,0
O00034764,M00654,C0074213,2026-03-14,1,0,1,0,1,0,0,27.46,4.0,0,0.0,0,31.7,0.0,0.259,8.21,18.76,4.73,0,1,0
O00034765,M00654,C0152282,2026-03-14,1,0,1,0,1,0,0,28.09,4.0,0,0.0,0,12.04,0.0,0.2369,2.85,6.25,2.95,0,1,0
O00034766,M00654,C0065891,2026-03-14,1,0,1,0,0,0,0,10.31,5.0,0,0.0,0,21.66,0.0,0.2778,6.02,14.62,1.02,1,0,0
O00034767,M00654,C0029635,2026-03-16,1,0,1,0,0,0,0,22.46,3.0,0,0.0,0,19.69,0.0,0.2041,4.02,12.1,3.57,1,0,0
O00034768,M00654,C0106241,2026-03-16,1,0,1,0,0,0,0,23.06,4.0,0,0.0,0,17.91,0.0,0.1984,3.55,7.78,6.57,0,1,0
O00034769,M00654,C0049024,2026-03-17,1,0,1,0,0,0,0,7.58,4.0,0,0.0,0,37.19,0.0,0.319,11.86,17.45,7.88,0,1,0
O00034770,M00654,C0091894,2026-03-20,1,0,1,0,0,1,0,11.17,3.0,0,0.0,0,24.28,5.11,0.213,5.17,11.73,2.27,0,1,0
O00034771,M00654,C0180121,2026-03-22,1,0,1,0,0,0,0,14.26,5.0,0,0.0,0,19.29,0.0,0.246,4.74,11.85,2.69,0,1,0
O00034772,M00654,C0129119,2026-03-25,1,0,1,0,0,0,0,15.45,5.0,0,0.0,0,24.05,6.02,0.2081,5.0,16.63,-3.61,0,1,0
O00034773,M00654,C0016750,2026-03-27,1,0,1,0,0,0,0,14.85,5.0,0,0.0,0,22.96,0.0,0.3087,7.09,13.09,2.78,0,1,0
O00034774,M00654,C0126863,2026-03-28,1,0,1,0,1,0,0,8.54,4.0,0,0.0,0,19.68,0.0,0.2668,5.25,11.66,2.77,0,1,0
O00034775,M00654,C0042156,2026-03-29,1,0,1,0,0,0,0,13.3,5.0,0,0.0,0,25.83,0.0,0.1972,5.09,11.23,9.51,1,0,0
O00034776,M00654,C0008646,2026-03-30,1,0,1,0,0,0,0,14.27,4.0,0,0.0,0,25.32,0.0,0.2142,5.42,11.28,8.62,0,1,0
O00034777,M00654,C0009476,2026-03-30,1,0,1,0,0,0,0,25.51,4.0,0,0.0,0,19.06,0.0,0.182,3.47,9.67,5.92,1,0,0
O00034778,M00654,C0021877,2026-03-31,1,0,1,0,0,0,0,7.81,3.0,0,0.0,0,8.82,0.0,0.2206,1.95,6.24,0.63,0,1,0
O00034779,M00654,C0130822,2026-04-04,1,0,1,0,0,0,0,28.8,4.0,0,0.0,0,35.97,9.02,0.2243,8.07,23.11,-4.23,1,0,0
O00034780,M00654,C0074263,2026-04-10,1,0,1,0,0,0,0,22.54,4.0,0,0.0,0,21.17,0.0,0.242,5.12,12.41,3.64,0,1,0
O00034781,M00654,C0076967,2026-04-10,1,0,1,0,0,0,0,20.0,5.0,0,0.0,0,31.52,5.91,0.251,7.91,16.77,0.93,0,1,0
O00034782,M00654,C0028047,2026-04-13,1,0,1,0,1,0,0,11.04,4.0,0,0.0,0,20.61,0.0,0.2428,5.0,12.86,2.74,1,0,0
O00034783,M00654,C0160646,2026-04-14,1,0,1,0,0,0,0,21.69,4.0,0,0.0,0,20.69,0.0,0.2505,5.18,10.63,4.88,1,0,0
O00034784,M00654,C0005855,2026-04-15,1,0,1,0,0,0,0,15.36,5.0,0,0.0,0,11.89,0.0,0.2574,3.06,6.56,2.27,1,0,0
O00034785,M00654,C0044849,2026-04-17,1,0,1,0,0,0,0,10.39,5.0,0,0.0,0,32.54,0.0,0.2914,9.48,19.94,3.11,0,1,0
O00034786,M00654,C0088077,2026-04-24,1,0,1,1,0,0,0,23.3,3.0,0,0.0,0,44.54,0.0,0.2607,11.61,26.15,6.77,0,1,0
O00034787,M00654,C0018931,2026-04-24,1,0,1,0,1,1,0,25.07,4.0,1,14.24,0,46.6,0.0,0.2369,11.04,22.38,13.18,1,0,0
O00034788,M00654,C0171704,2026-04-25,1,0,1,0,0,0,0,24.02,5.0,0,0.0,0,28.1,0.0,0.2535,7.12,14.18,6.8,0,1,0
O00034789,M00654,C0188726,2026-04-28,1,0,1,0,0,0,0,24.9,5.0,0,0.0,0,18.76,0.0,0.3155,5.92,9.91,2.93,1,0,0
O00034790,M00654,C0153840,2026-04-29,1,0,1,0,0,0,0,25.91,4.0,0,0.0,0,18.99,0.0,0.2803,5.32,8.49,5.18,0,1,0
O00034791,M00654,C0078559,2026-04-29,1,0,1,0,0,0,0,12.35,4.0,0,0.0,0,15.14,0.0,0.2981,4.51,9.72,0.91,0,1,0
O00034792,M00654,C0097226,2026-04-30,1,0,1,0,0,0,0,21.86,5.0,0,0.0,0,12.43,0.0,0.2811,3.49,6.29,2.65,1,0,0
O00034793,M00654,C0008400,2026-05-02,1,0,1,0,0,0,0,24.73,4.0,0,0.0,0,22.8,0.0,0.2158,4.92,12.86,5.01,0,1,0
O00034794,M00654,C0001488,2026-05-13,1,0,1,0,0,0,0,18.95,4.0,0,0.0,0,19.74,0.0,0.202,3.99,9.66,6.09,1,0,0
O00034795,M00654,C0053648,2026-05-13,1,0,1,0,0,0,0,24.38,5.0,0,0.0,0,25.82,6.28,0.2973,7.68,14.88,-3.02,1,0,0
O00034796,M00654,C0028719,2026-05-13,1,0,1,0,0,0,0,12.96,4.0,0,0.0,0,23.52,0.0,0.2555,6.01,9.22,8.28,0,1,0
O00034797,M00654,C0143346,2026-05-14,1,0,1,0,0,0,0,20.34,3.0,0,0.0,0,11.83,1.71,0.255,3.02,6.78,0.33,0,1,0
O00034798,M00654,C0112070,2026-05-15,1,0,1,0,0,0,0,16.01,3.0,0,0.0,0,57.22,0.0,0.2172,12.43,25.2,19.59,0,1,0
O00034799,M00654,C0009503,2026-05-16,1,0,1,0,0,0,0,11.84,4.0,0,0.0,0,19.12,2.52,0.2729,5.22,10.02,1.36,0,1,0
O00034800,M00654,C0139105,2026-05-18,1,0,1,0,0,0,0,14.94,3.0,0,0.0,0,51.22,0.0,0.2806,14.37,32.91,3.94,0,1,0
O00034801,M00654,C0069521,2026-05-18,1,0,1,0,0,0,0,13.14,3.0,0,0.0,0,19.98,0.0,0.1782,3.56,10.06,6.36,0,1,0
O00034802,M00654,C0033056,2026-05-21,0,1,0,0,0,0,0,,,0,0.0,0,18.24,3.25,0.2524,4.6,9.56,0.83,0,0,0
O00034803,M00654,C0120841,2026-05-22,1,0,1,0,0,0,0,15.5,5.0,0,0.0,0,35.45,0.0,0.2822,10.0,24.64,0.81,1,0,0
O00034804,M00654,C0144970,2026-05-22,1,0,1,0,0,0,0,20.08,5.0,0,0.0,0,10.48,0.0,0.2117,2.22,5.37,2.89,1,0,0
O00034805,M00654,C0116772,2026-05-23,1,0,1,0,0,0,0,17.73,3.0,0,0.0,0,15.6,0.0,0.1849,2.88,7.44,5.27,0,1,0
O00034806,M00654,C0112620,2026-05-24,1,0,1,0,1,0,0,16.31,4.0,0,0.0,0,23.89,0.0,0.2397,5.73,16.19,1.97,1,0,0
O00034807,M00654,C0006238,2026-05-25,1,0,1,0,0,0,0,15.25,3.0,0,0.0,0,26.38,0.0,0.2932,7.73,16.7,1.95,1,0,0
O00034808,M00654,C0134052,2026-05-27,1,0,1,0,0,0,0,11.04,5.0,0,0.0,0,18.0,0.0,0.2626,4.73,9.26,4.02,0,1,0
O00034809,M00654,C0044236,2026-05-27,1,0,1,0,0,0,0,15.06,5.0,0,0.0,1,16.61,0.0,0.2332,3.87,9.29,3.45,0,1,0
O00034810,M00654,C0142686,2026-05-28,1,0,1,0,0,0,0,21.39,4.0,0,0.0,0,21.95,3.9,0.2885,6.33,9.45,2.26,0,1,0
O00034811,M00654,C0151655,2026-05-29,1,0,1,0,0,1,1,10.32,4.0,0,0.0,0,16.75,0.0,0.2277,3.81,8.21,4.72,1,0,0
O00034812,M00654,C0100115,2026-06-01,1,0,1,0,0,0,0,18.81,5.0,0,0.0,0,24.75,3.97,0.2116,5.24,10.87,4.68,0,1,0
O00034813,M00654,C0048850,2026-06-03,1,0,1,0,0,0,0,17.1,5.0,0,0.0,0,29.87,0.0,0.2013,6.01,17.27,6.59,0,1,0
O00034814,M00654,C0183502,2026-06-05,1,0,1,0,0,0,0,27.01,4.0,0,0.0,0,52.45,0.0,0.2979,15.62,26.91,9.92,1,0,0
O00034815,M00654,C0033246,2026-06-05,1,0,1,0,1,0,0,17.7,5.0,0,0.0,1,29.47,0.0,0.1928,5.68,15.76,8.02,0,1,0
O00034816,M00654,C0173237,2026-06-06,1,0,1,0,0,0,0,10.22,4.0,0,0.0,0,26.72,0.0,0.2625,7.01,12.62,7.09,0,1,0
O00034817,M00654,C0036295,2026-06-06,1,0,1,0,1,0,0,17.32,4.0,0,0.0,0,29.3,0.0,0.2736,8.02,11.96,9.33,1,0,0
O00034818,M00654,C0013339,2026-06-06,1,0,1,0,0,0,0,18.2,4.0,0,0.0,0,26.26,0.0,0.2442,6.41,14.02,5.83,0,1,0
O00034819,M00654,C0146380,2026-06-06,1,0,1,0,0,0,0,15.67,4.0,0,0.0,0,19.99,0.0,0.234,4.68,9.55,5.76,0,1,0
O00034820,M00654,C0111683,2026-06-07,1,0,1,0,0,0,0,10.49,4.0,0,0.0,1,13.38,1.15,0.2706,3.62,7.46,1.15,1,0,0
O00034821,M00654,C0044439,2026-06-09,1,0,1,0,0,0,0,19.08,4.0,0,0.0,0,14.29,0.0,0.3171,4.53,8.78,0.98,0,1,0
O00034822,M00654,C0009404,2026-06-12,1,0,1,0,0,0,1,18.04,4.0,0,0.0,0,40.49,0.0,0.2665,10.79,24.05,5.65,1,0,0
O00034823,M00654,C0028083,2026-06-13,1,0,1,0,0,0,0,30.06,5.0,0,0.0,0,23.87,0.0,0.2806,6.7,15.34,1.83,0,1,0
O00034824,M00654,C0064554,2026-06-13,1,0,1,1,1,0,0,12.1,5.0,0,0.0,0,14.75,0.0,0.2248,3.32,9.55,1.89,0,1,0
O00034825,M00654,C0126375,2026-06-17,1,0,1,0,0,0,0,15.84,5.0,0,0.0,0,15.15,0.0,0.1965,2.98,8.85,3.31,1,0,0
O00034826,M00654,C0018755,2026-06-20,1,0,1,1,0,0,0,18.05,4.0,0,0.0,0,31.27,0.0,0.2424,7.58,16.34,7.35,1,0,0
O00034827,M00654,C0185334,2026-06-22,1,0,1,0,1,0,0,16.21,5.0,0,0.0,0,15.24,0.0,0.2587,3.94,8.61,2.68,0,1,0
O00034828,M00654,C0007841,2026-06-23,1,0,1,0,0,0,0,24.95,4.0,0,0.0,0,19.89,0.0,0.2648,5.27,9.19,5.43,1,0,0
O00034829,M00654,C0061370,2026-06-23,1,0,1,0,0,0,0,15.16,4.0,0,0.0,0,19.41,0.0,0.2585,5.02,10.09,4.3,1,0,0
O00034830,M00654,C0032877,2026-06-24,1,0,1,0,0,0,0,20.07,3.0,0,0.0,0,17.41,0.0,0.2225,3.87,6.64,6.89,0,1,0
O00034831,M00654,C0163235,2026-06-26,1,0,1,1,0,1,0,15.01,5.0,0,0.0,0,74.3,0.0,0.2888,21.46,43.74,9.1,1,0,0
O00034832,M00654,C0023965,2026-06-28,1,0,1,0,0,0,0,16.9,5.0,0,0.0,0,32.04,0.0,0.2162,6.93,13.95,11.16,0,1,0
O00034833,M00654,C0153765,2026-06-28,1,0,1,0,0,0,0,18.35,4.0,0,0.0,0,13.58,0.0,0.285,3.87,7.24,2.47,1,0,0
O00034834,M00654,C0016232,2026-06-28,1,0,1,0,0,0,0,15.94,4.0,0,0.0,0,33.89,5.05,0.3044,10.32,18.38,0.14,0,1,0
O00034835,M00655,C0168699,2026-02-01,1,0,1,0,0,0,0,25.87,4.0,0,0.0,0,18.18,0.0,0.2562,4.66,9.68,3.84,0,1,0
O00034836,M00655,C0141526,2026-02-01,1,0,1,0,0,0,0,16.82,5.0,0,0.0,0,31.06,0.0,0.251,7.8,18.02,5.24,1,0,0
O00034837,M00655,C0140463,2026-02-04,1,0,1,1,0,0,0,18.51,5.0,0,0.0,0,19.01,1.96,0.2751,5.23,10.44,1.38,0,1,0
O00034838,M00655,C0025918,2026-02-07,1,0,1,0,0,0,0,27.8,4.0,0,0.0,0,21.04,0.0,0.2257,4.75,10.99,5.3,1,0,0
O00034839,M00655,C0022389,2026-02-09,1,0,1,0,0,0,0,20.48,5.0,0,0.0,0,17.64,0.0,0.35,6.18,8.33,3.14,0,1,0
O00034840,M00655,C0098128,2026-02-11,1,0,1,1,0,0,0,21.35,5.0,0,0.0,0,17.87,0.0,0.1872,3.35,8.14,6.38,0,1,0
O00034841,M00655,C0128984,2026-02-11,1,0,1,0,0,0,0,17.04,4.0,0,0.0,0,35.22,0.0,0.2373,8.36,22.17,4.7,0,1,0
O00034842,M00655,C0107252,2026-02-16,1,0,1,0,0,0,0,17.53,4.0,0,0.0,0,29.03,0.0,0.2675,7.77,16.17,5.09,1,0,0
O00034843,M00655,C0156876,2026-02-20,1,0,1,0,0,0,0,30.33,2.0,0,0.0,0,14.05,2.93,0.2143,3.01,8.49,-0.38,1,0,0
O00034844,M00655,C0002325,2026-02-21,1,0,1,0,0,0,0,21.46,4.0,0,0.0,0,23.85,0.0,0.2147,5.12,12.25,6.48,0,1,0
O00034845,M00655,C0018581,2026-02-21,1,0,1,0,0,0,0,21.5,4.0,0,0.0,0,24.28,0.0,0.2606,6.33,13.64,4.31,1,0,0
O00034846,M00655,C0151698,2026-02-22,1,0,1,0,0,0,0,23.01,3.0,0,0.0,0,18.03,0.0,0.2655,4.79,8.75,4.5,1,0,0
O00034847,M00655,C0102615,2026-02-22,1,0,1,0,0,0,0,23.28,5.0,0,0.0,0,37.51,4.19,0.2706,10.15,21.07,2.1,0,1,0
O00034848,M00655,C0034025,2026-02-24,0,1,0,0,0,0,0,,,0,0.0,1,21.64,0.0,0.2198,4.76,15.79,1.09,0,0,0
O00034849,M00655,C0086043,2026-02-24,0,1,0,0,0,0,0,,,0,0.0,0,14.38,0.0,0.278,4.0,9.37,1.01,0,0,0
O00034850,M00655,C0049644,2026-02-25,1,0,1,0,0,0,0,29.0,3.0,0,0.0,0,39.53,7.28,0.2723,10.77,21.04,0.44,1,0,0
O00034851,M00655,C0037318,2026-02-28,1,0,1,0,0,0,0,29.66,5.0,0,0.0,0,24.0,0.0,0.2475,5.94,14.24,3.82,1,0,0
O00034852,M00655,C0120911,2026-03-01,1,0,1,0,0,0,0,22.3,5.0,0,0.0,0,11.32,2.73,0.2652,3.0,5.55,0.04,0,1,0
O00034853,M00655,C0154110,2026-03-05,1,0,1,0,0,0,0,19.45,4.0,0,0.0,0,25.07,0.0,0.2673,6.7,11.07,7.3,0,1,0
O00034854,M00655,C0155880,2026-03-07,0,1,0,0,0,0,0,,,0,0.0,0,26.03,0.0,0.2472,6.43,16.79,2.81,0,0,0
O00034855,M00655,C0053890,2026-03-07,0,1,0,0,0,0,0,,,0,0.0,0,21.59,0.0,0.2881,6.22,8.69,6.68,0,0,0
O00034856,M00655,C0037111,2026-03-08,1,0,1,0,0,0,0,25.81,5.0,0,0.0,0,31.29,0.0,0.3084,9.65,21.58,0.06,0,1,0
O00034857,M00655,C0084650,2026-03-15,1,0,1,0,0,0,0,26.11,3.0,0,0.0,0,31.6,0.0,0.2453,7.75,19.87,3.97,0,1,0
O00034858,M00655,C0157472,2026-03-20,1,0,1,0,0,0,0,16.82,4.0,0,0.0,0,54.67,0.0,0.2408,13.16,28.38,13.13,0,1,0
O00034859,M00655,C0101777,2026-03-22,1,0,1,0,0,0,0,22.89,4.0,0,0.0,0,17.89,4.65,0.2046,3.66,11.42,-1.84,0,1,0
O00034860,M00655,C0150763,2026-03-22,1,0,1,0,0,0,0,15.76,5.0,0,0.0,0,36.12,0.0,0.2563,9.26,21.85,5.02,0,1,1
