merchant_id,date,is_open,scheduled_hours,actual_open_hours,business_hours_consistency,temporary_closure_flag,orders_created,accepted_orders,cancelled_orders,merchant_delay_orders,avg_prep_minutes
M00322,2026-03-28,0,10.65,0.0,0.0,0,0,0,0,0,
M00322,2026-03-29,0,11.01,0.0,0.0,1,0,0,0,0,
M00322,2026-03-30,1,9.06,5.24,0.5784,0,0,0,0,0,
M00322,2026-03-31,1,10.72,7.39,0.6899,0,0,0,0,0,
M00322,2026-04-01,0,14.02,0.0,0.0,1,0,0,0,0,
M00322,2026-04-02,0,10.41,0.0,0.0,1,0,0,0,0,
M00322,2026-04-03,0,13.01,0.0,0.0,0,0,0,0,0,
M00322,2026-04-04,0,9.92,0.0,0.0,0,0,0,0,0,
M00322,2026-04-05,0,11.11,0.0,0.0,0,0,0,0,0,
M00322,2026-04-06,0,10.87,0.0,0.0,1,0,0,0,0,
M00322,2026-04-07,0,10.77,0.0,0.0,1,0,0,0,0,
M00322,2026-04-08,0,10.12,0.0,0.0,0,0,0,0,0,
M00322,2026-04-09,0,10.35,0.0,0.0,0,0,0,0,0,
M00322,2026-04-10,0,11.28,0.0,0.0,1,0,0,0,0,
M00322,2026-04-11,0,11.49,0.0,0.0,1,0,0,0,0,
M00322,2026-04-12,0,9.72,0.0,0.0,1,0,0,0,0,
M00322,2026-04-13,0,11.52,0.0,0.0,1,0,0,0,0,
M00322,2026-04-14,0,12.4,0.0,0.0,0,0,0,0,0,
M00322,2026-04-15,0,10.04,0.0,0.0,0,0,0,0,0,
M00322,2026-04-16,0,9.55,0.0,0.0,1,0,0,0,0,
M00322,2026-04-17,0,12.11,0.0,0.0,1,0,0,0,0,
M00322,2026-04-18,0,12.13,0.0,0.0,1,0,0,0,0,
M00322,2026-04-19,0,11.93,0.0,0.0,1,0,0,0,0,
M00322,2026-04-20,0,11.56,0.0,0.0,0,0,0,0,0,
M00322,2026-04-21,0,9.82,0.0,0.0,1,0,0,0,0,
M00322,2026-04-22,0,10.6,0.0,0.0,1,0,0,0,0,
M00322,2026-04-23,0,11.58,0.0,0.0,0,0,0,0,0,
M00322,2026-04-24,0,12.0,0.0,0.0,0,0,0,0,0,
M00322,2026-04-25,0,11.19,0.0,0.0,0,0,0,0,0,
M00322,2026-04-26,0,13.13,0.0,0.0,0,0,0,0,0,
M00322,2026-04-27,0,10.33,0.0,0.0,0,0,0,0,0,
M00322,2026-04-28,0,11.37,0.0,0.0,1,0,0,0,0,
M00322,2026-04-29,1,12.71,8.06,0.634,0,0,0,0,0,
M00322,2026-04-30,1,10.19,7.81,0.7669,0,0,0,0,0,
M00322,2026-05-01,0,9.76,0.0,0.0,1,0,0,0,0,
M00322,2026-05-02,0,10.33,0.0,0.0,1,0,0,0,0,
M00322,2026-05-03,0,10.27,0.0,0.0,0,0,0,0,0,
M00322,2026-05-04,0,11.61,0.0,0.0,1,0,0,0,0,
M00322,2026-05-05,0,10.8,0.0,0.0,1,0,0,0,0,
M00322,2026-05-06,0,12.46,0.0,0.0,0,0,0,0,0,
M00322,2026-05-07,0,10.46,0.0,0.0,0,0,0,0,0,
M00322,2026-05-08,0,11.98,0.0,0.0,0,0,0,0,0,
M00322,2026-05-09,0,9.9,0.0,0.0,1,0,0,0,0,
M00322,2026-05-10,0,10.22,0.0,0.0,0,0,0,0,0,
M00322,2026-05-11,0,11.93,0.0,0.0,0,0,0,0,0,
M00322,2026-05-12,0,10.53,0.0,0.0,0,0,0,0,0,
M00322,2026-05-13,1,9.59,8.48,0.884,0,0,0,0,0,
M00322,2026-05-14,0,11.1,0.0,0.0,0,0,0,0,0,
M00322,2026-05-15,0,11.73,0.0,0.0,0,0,0,0,0,
M00322,2026-05-16,0,10.51,0.0,0.0,0,0,0,0,0,
M00322,2026-05-17,0,11.83,0.0,0.0,1,0,0,0,0,
M00322,2026-05-18,0,13.01,0.0,0.0,1,0,0,0,0,
M00322,2026-05-19,0,10.3,0.0,0.0,1,0,0,0,0,
M00322,2026-05-20,0,10.64,0.0,0.0,1,0,0,0,0,
M00322,2026-05-21,0,10.31,0.0,0.0,1,0,0,0,0,
M00322,2026-05-22,0,8.23,0.0,0.0,0,0,0,0,0,
M00322,2026-05-23,0,12.19,0.0,0.0,0,0,0,0,0,
M00322,2026-05-24,0,11.16,0.0,0.0,0,0,0,0,0,
M00322,2026-05-25,0,10.76,0.0,0.0,1,0,0,0,0,
M00322,2026-05-26,0,13.63,0.0,0.0,1,0,0,0,0,
M00322,2026-05-27,0,10.15,0.0,0.0,1,0,0,0,0,
M00322,2026-05-28,0,9.96,0.0,0.0,1,0,0,0,0,
M00322,2026-05-29,0,9.02,0.0,0.0,1,1,1,0,0,30.92
M00322,2026-05-30,0,10.42,0.0,0.0,0,0,0,0,0,
M00322,2026-05-31,0,11.5,0.0,0.0,0,1,1,0,0,30.3
M00323,2026-02-01,1,8.94,6.89,0.7712,0,0,0,0,0,
M00323,2026-02-02,1,6.11,5.31,0.869,0,0,0,0,0,
M00323,2026-02-03,0,10.01,0.0,0.0,0,0,0,0,0,
M00323,2026-02-04,1,7.66,4.9,0.6397,0,1,1,0,0,22.28
M00323,2026-02-05,1,8.42,8.42,1.0,0,0,0,0,0,
M00323,2026-02-06,1,9.34,8.91,0.9539,0,0,0,0,0,
M00323,2026-02-07,1,7.36,6.05,0.8224,0,0,0,0,0,
M00323,2026-02-08,1,8.76,5.53,0.631,0,1,1,0,0,5.29
M00323,2026-02-09,1,9.65,6.86,0.7109,0,1,1,0,0,24.53
M00323,2026-02-10,0,9.4,0.0,0.0,0,0,0,0,0,
M00323,2026-02-11,1,10.52,6.97,0.6628,0,0,0,0,0,
M00323,2026-02-12,1,9.48,6.94,0.7319,0,0,0,0,0,
M00323,2026-02-13,0,7.26,0.0,0.0,1,0,0,0,0,
M00323,2026-02-14,1,8.43,7.34,0.8706,0,1,1,0,0,27.92
M00323,2026-02-15,1,8.96,7.32,0.8171,0,0,0,0,0,
M00323,2026-02-16,1,6.88,6.07,0.8823,0,0,0,0,0,
M00323,2026-02-17,1,7.51,4.99,0.6649,0,0,0,0,0,
M00323,2026-02-18,1,8.19,5.85,0.7139,0,0,0,0,0,
M00323,2026-02-19,1,9.56,7.01,0.7333,0,1,1,0,0,26.69
M00323,2026-02-20,0,8.54,0.0,0.0,1,0,0,0,0,
M00323,2026-02-21,1,9.5,7.97,0.8393,0,0,0,0,0,
M00323,2026-02-22,1,9.48,6.89,0.7268,0,1,1,0,0,11.85
M00323,2026-02-23,1,7.66,5.64,0.7368,0,0,0,0,0,
M00323,2026-02-24,1,9.44,7.31,0.7744,0,0,0,0,0,
M00323,2026-02-25,0,9.3,0.0,0.0,1,0,0,0,0,
M00323,2026-02-26,1,6.56,5.94,0.9045,0,1,1,0,0,17.55
M00323,2026-02-27,1,8.48,6.61,0.7797,0,0,0,0,0,
M00323,2026-02-28,1,8.26,7.01,0.8488,0,0,0,0,0,
M00323,2026-03-01,1,8.5,7.39,0.8693,0,1,1,0,0,29.38
M00323,2026-03-02,1,9.14,8.11,0.8867,0,0,0,0,0,
M00323,2026-03-03,1,9.56,9.28,0.9709,0,0,0,0,0,
M00323,2026-03-04,0,7.97,0.0,0.0,0,0,0,0,0,
M00323,2026-03-05,1,8.65,5.43,0.6278,0,1,1,0,0,18.77
M00323,2026-03-06,1,9.29,7.2,0.7743,0,0,0,0,0,
M00323,2026-03-07,1,9.1,8.91,0.9791,0,0,0,0,0,
M00323,2026-03-08,1,7.89,5.97,0.7567,0,1,1,0,0,21.99
M00323,2026-03-09,1,10.2,9.19,0.9008,0,0,0,0,0,
M00323,2026-03-10,0,9.77,0.0,0.0,1,0,0,0,0,
M00323,2026-03-11,1,9.93,9.16,0.9222,0,0,0,0,0,
M00323,2026-03-12,1,10.33,8.3,0.8031,0,0,0,0,0,
M00323,2026-03-13,1,7.15,4.66,0.6519,0,0,0,0,0,
M00323,2026-03-14,1,8.74,6.11,0.6985,0,0,0,0,0,
M00323,2026-03-15,1,9.05,6.97,0.7702,0,0,0,0,0,
M00323,2026-03-16,1,10.84,9.25,0.8534,0,0,0,0,0,
M00323,2026-03-17,1,10.18,8.95,0.8788,0,0,0,0,0,
M00323,2026-03-18,1,10.27,9.26,0.9021,0,1,1,0,0,19.21
M00323,2026-03-19,1,7.85,6.0,0.765,0,0,0,0,0,
M00323,2026-03-20,1,5.5,4.02,0.7311,0,0,0,0,0,
M00323,2026-03-21,1,10.06,9.0,0.8951,0,0,0,0,0,
M00323,2026-03-22,1,7.91,7.05,0.8919,0,1,1,0,0,23.1
M00323,2026-03-23,0,8.66,0.0,0.0,1,0,0,0,0,
M00323,2026-03-24,1,11.11,8.54,0.7684,0,0,0,0,0,
M00323,2026-03-25,0,10.31,0.0,0.0,0,0,0,0,0,
M00323,2026-03-26,0,7.17,0.0,0.0,0,0,0,0,0,
M00323,2026-03-27,1,9.89,7.47,0.7556,0,0,0,0,0,
M00323,2026-03-28,1,6.89,6.32,0.9168,0,0,0,0,0,
M00323,2026-03-29,1,9.91,7.79,0.7867,0,0,0,0,0,
M00323,2026-03-30,1,7.12,6.82,0.9577,0,0,0,0,0,
M00323,2026-03-31,0,7.39,0.0,0.0,0,0,0,0,0,
M00323,2026-04-01,1,8.79,6.49,0.7389,0,0,0,0,0,
M00323,2026-04-02,1,9.05,8.88,0.9813,0,0,0,0,0,
M00323,2026-04-03,1,9.28,6.69,0.7203,0,0,0,0,0,
M00323,2026-04-04,1,10.02,8.94,0.8913,0,0,0,0,0,
M00323,2026-04-05,1,9.51,9.06,0.9524,0,0,0,0,0,
M00323,2026-04-06,0,7.97,0.0,0.0,0,1,1,0,1,24.03
M00323,2026-04-07,1,8.12,7.05,0.8677,0,0,0,0,0,
M00323,2026-04-08,1,8.09,6.45,0.7974,0,1,1,0,0,21.11
M00323,2026-04-09,1,9.05,8.02,0.8862,0,0,0,0,0,
M00323,2026-04-10,1,5.85,5.03,0.86,0,0,0,0,0,
M00323,2026-04-11,1,8.74,8.5,0.9719,0,0,0,0,0,
M00323,2026-04-12,1,6.98,5.75,0.8241,0,1,1,0,0,16.23
M00323,2026-04-13,1,7.11,6.5,0.9149,0,0,0,0,0,
M00323,2026-04-14,1,8.81,6.59,0.7483,0,0,0,0,0,
M00323,2026-04-15,1,9.39,6.79,0.7226,0,0,0,0,0,
M00323,2026-04-16,1,7.73,7.39,0.9557,0,0,0,0,0,
M00323,2026-04-17,0,9.95,0.0,0.0,0,0,0,0,0,
M00323,2026-04-18,1,8.17,5.73,0.7012,0,1,1,0,0,21.1
M00323,2026-04-19,1,9.53,8.4,0.8819,0,0,0,0,0,
M00323,2026-04-20,1,7.23,6.58,0.9104,0,1,1,0,0,21.2
M00323,2026-04-21,1,6.67,4.71,0.7065,0,0,0,0,0,
M00323,2026-04-22,1,11.06,9.15,0.8273,0,0,0,0,0,
M00323,2026-04-23,0,9.16,0.0,0.0,1,0,0,0,0,
M00323,2026-04-24,1,8.05,6.89,0.8555,0,1,1,0,0,20.54
M00323,2026-04-25,1,8.07,7.86,0.9741,0,0,0,0,0,
M00323,2026-04-26,1,8.53,6.89,0.8079,0,0,0,0,0,
M00323,2026-04-27,1,11.25,9.43,0.8385,0,0,0,0,0,
M00323,2026-04-28,1,9.52,8.0,0.8408,0,0,0,0,0,
M00323,2026-04-29,1,9.6,7.09,0.7391,0,1,1,0,0,18.24
M00323,2026-04-30,1,8.2,7.07,0.8627,0,0,0,0,0,
M00323,2026-05-01,1,9.47,7.31,0.7714,0,0,0,0,0,
M00323,2026-05-02,1,8.67,7.82,0.9021,0,2,1,1,0,22.06
M00323,2026-05-03,1,9.67,8.85,0.9152,0,1,1,0,0,23.03
M00323,2026-05-04,1,10.29,9.58,0.931,0,0,0,0,0,
M00323,2026-05-05,1,7.81,6.22,0.7969,0,0,0,0,0,
M00323,2026-05-06,1,11.06,9.85,0.8905,0,0,0,0,0,
M00323,2026-05-07,0,7.81,0.0,0.0,0,0,0,0,0,
M00323,2026-05-08,1,11.8,8.83,0.7486,0,0,0,0,0,
M00323,2026-05-09,1,9.55,7.65,0.8017,0,0,0,0,0,
M00323,2026-05-10,1,12.33,11.85,0.9605,0,0,0,0,0,
M00323,2026-05-11,1,9.58,7.62,0.7952,0,0,0,0,0,
M00323,2026-05-12,1,10.93,8.64,0.791,0,0,0,0,0,
M00323,2026-05-13,1,10.82,9.07,0.8378,0,0,0,0,0,
M00323,2026-05-14,1,8.74,5.74,0.6564,0,1,1,0,0,15.48
M00323,2026-05-15,1,8.34,7.57,0.9084,0,1,1,0,0,22.48
M00323,2026-05-16,1,10.85,8.52,0.7853,0,0,0,0,0,
M00323,2026-05-17,1,10.64,9.42,0.8853,0,0,0,0,0,
M00323,2026-05-18,1,7.15,5.21,0.7283,0,1,1,0,0,20.13
M00323,2026-05-19,1,7.52,5.88,0.7816,0,0,0,0,0,
M00323,2026-05-20,1,10.66,9.58,0.8988,0,1,1,0,0,19.85
M00323,2026-05-21,1,7.21,5.66,0.7845,0,0,0,0,0,
M00323,2026-05-22,1,7.23,5.93,0.821,0,0,0,0,0,
M00323,2026-05-23,1,8.95,8.06,0.9012,0,0,0,0,0,
M00323,2026-05-24,1,8.74,7.11,0.8134,0,0,0,0,0,
M00323,2026-05-25,1,8.09,5.9,0.7293,0,0,0,0,0,
M00323,2026-05-26,1,9.28,9.18,0.989,0,0,0,0,0,
M00323,2026-05-27,1,8.81,8.81,1.0,0,1,1,0,0,8.52
M00323,2026-05-28,1,9.08,7.85,0.8647,0,1,1,0,0,17.69
M00323,2026-05-29,1,8.0,6.73,0.841,0,1,1,0,0,15.92
M00323,2026-05-30,1,7.38,6.43,0.8713,0,0,0,0,0,
M00323,2026-05-31,1,7.59,7.38,0.9721,0,1,1,0,0,16.44
M00324,2026-02-01,1,8.62,7.53,0.8735,0,1,1,0,0,17.36
M00324,2026-02-02,1,5.52,5.52,1.0,0,0,0,0,0,
M00324,2026-02-03,1,7.1,6.31,0.8891,0,0,0,0,0,
M00324,2026-02-04,1,7.31,5.71,0.7809,0,0,0,0,0,
M00324,2026-02-05,0,10.85,0.0,0.0,0,0,0,0,0,
M00324,2026-02-06,1,8.65,6.61,0.7639,0,0,0,0,0,
M00324,2026-02-07,1,7.8,5.67,0.7274,0,2,2,0,0,30.895
M00324,2026-02-08,1,9.51,8.66,0.9109,0,0,0,0,0,
M00324,2026-02-09,1,8.69,6.34,0.7296,0,0,0,0,0,
M00324,2026-02-10,0,8.38,0.0,0.0,0,0,0,0,0,
M00324,2026-02-11,1,7.23,6.69,0.9263,0,0,0,0,0,
M00324,2026-02-12,1,9.5,7.74,0.8146,0,0,0,0,0,
M00324,2026-02-13,1,9.92,9.08,0.9144,0,0,0,0,0,
M00324,2026-02-14,1,11.12,8.11,0.7292,0,1,1,0,0,25.69
M00324,2026-02-15,1,10.62,8.21,0.773,0,0,0,0,0,
M00324,2026-02-16,1,9.1,6.91,0.7596,0,0,0,0,0,
M00324,2026-02-17,1,10.7,9.14,0.8542,0,0,0,0,0,
M00324,2026-02-18,1,9.8,8.95,0.9134,0,0,0,0,0,
M00324,2026-02-19,1,7.81,6.4,0.8192,0,0,0,0,0,
M00324,2026-02-20,1,8.94,6.29,0.7033,0,0,0,0,0,
M00324,2026-02-21,1,7.96,6.86,0.8615,0,0,0,0,0,
M00324,2026-02-22,1,9.43,5.95,0.6311,0,0,0,0,0,
M00324,2026-02-23,1,11.28,8.6,0.7627,0,1,1,0,0,16.06
M00324,2026-02-24,1,9.35,9.35,1.0,0,1,1,0,0,34.47
M00324,2026-02-25,1,7.83,7.59,0.969,0,0,0,0,0,
M00324,2026-02-26,1,8.39,6.27,0.748,0,0,0,0,0,
M00324,2026-02-27,1,7.94,5.91,0.7442,0,0,0,0,0,
M00324,2026-02-28,1,7.2,5.54,0.7692,0,1,1,0,0,30.77
M00324,2026-03-01,1,9.4,7.54,0.8019,0,0,0,0,0,
M00324,2026-03-02,1,8.48,6.59,0.777,0,0,0,0,0,
M00324,2026-03-03,0,7.94,0.0,0.0,1,0,0,0,0,
M00324,2026-03-04,1,7.95,5.91,0.743,0,1,1,0,0,11.53
M00324,2026-03-05,1,7.24,5.79,0.7996,0,2,2,0,0,12.205
M00324,2026-03-06,1,9.86,9.42,0.9553,0,0,0,0,0,
M00324,2026-03-07,1,8.85,6.46,0.73,0,0,0,0,0,
M00324,2026-03-08,1,10.57,9.43,0.8923,0,0,0,0,0,
M00324,2026-03-09,1,10.07,9.86,0.979,0,0,0,0,0,
M00324,2026-03-10,0,10.36,0.0,0.0,1,0,0,0,0,
M00324,2026-03-11,1,8.12,8.05,0.9913,0,0,0,0,0,
M00324,2026-03-12,1,6.81,5.07,0.7439,0,0,0,0,0,
M00324,2026-03-13,1,8.88,6.38,0.7186,0,1,1,0,0,23.19
M00324,2026-03-14,1,8.65,7.05,0.8151,0,0,0,0,0,
M00324,2026-03-15,1,8.58,6.25,0.7281,0,1,1,0,0,21.46
M00324,2026-03-16,1,8.75,6.92,0.7906,0,0,0,0,0,
M00324,2026-03-17,1,7.57,5.83,0.7705,0,0,0,0,0,
M00324,2026-03-18,1,9.06,7.5,0.8271,0,0,0,0,0,
M00324,2026-03-19,1,10.09,8.14,0.8066,0,0,0,0,0,
M00324,2026-03-20,1,8.89,6.11,0.6877,0,1,1,0,0,19.55
M00324,2026-03-21,1,9.13,7.29,0.7989,0,0,0,0,0,
M00324,2026-03-22,1,9.16,7.75,0.8465,0,0,0,0,0,
M00324,2026-03-23,1,9.34,7.62,0.8161,0,0,0,0,0,
M00324,2026-03-24,1,9.84,8.2,0.8333,0,0,0,0,0,
M00324,2026-03-25,1,6.77,5.44,0.8025,0,0,0,0,0,
M00324,2026-03-26,1,8.46,8.46,1.0,0,0,0,0,0,
M00324,2026-03-27,1,7.34,7.34,1.0,0,1,1,0,0,13.58
M00324,2026-03-28,1,8.58,7.09,0.8253,0,0,0,0,0,
M00324,2026-03-29,1,7.5,6.38,0.8506,0,0,0,0,0,
M00324,2026-03-30,0,9.64,0.0,0.0,0,0,0,0,0,
M00324,2026-03-31,1,10.29,8.36,0.8121,0,1,1,0,0,18.63
M00324,2026-04-01,1,9.82,7.82,0.7965,0,0,0,0,0,
M00324,2026-04-02,0,8.89,0.0,0.0,0,0,0,0,0,
M00324,2026-04-03,1,10.4,8.98,0.8632,0,1,1,0,0,16.05
M00324,2026-04-04,1,10.75,8.8,0.8185,0,0,0,0,0,
M00324,2026-04-05,1,10.01,9.74,0.973,0,0,0,0,0,
M00324,2026-04-06,1,9.26,7.27,0.7859,0,0,0,0,0,
M00324,2026-04-07,1,10.58,9.91,0.9367,0,1,1,0,0,15.3
M00324,2026-04-08,0,9.98,0.0,0.0,0,0,0,0,0,
M00324,2026-04-09,1,9.35,6.7,0.7168,0,0,0,0,0,
M00324,2026-04-10,1,7.72,7.05,0.9124,0,0,0,0,0,
M00324,2026-04-11,1,11.26,10.03,0.8906,0,0,0,0,0,
M00324,2026-04-12,1,9.73,7.39,0.7593,0,0,0,0,0,
M00324,2026-04-13,1,10.49,8.43,0.8038,0,0,0,0,0,
M00324,2026-04-14,1,8.48,7.64,0.9003,0,1,1,0,0,13.18
M00324,2026-04-15,1,10.73,9.47,0.8826,0,0,0,0,0,
M00324,2026-04-16,0,7.3,0.0,0.0,1,1,1,0,0,15.42
M00324,2026-04-17,1,8.23,6.33,0.7691,0,1,1,0,0,17.0
M00324,2026-04-18,1,8.97,8.01,0.8935,0,0,0,0,0,
M00324,2026-04-19,1,9.05,8.88,0.981,0,0,0,0,0,
M00324,2026-04-20,0,7.63,0.0,0.0,0,0,0,0,0,
M00324,2026-04-21,1,9.87,7.94,0.8041,0,0,0,0,0,
M00324,2026-04-22,0,10.56,0.0,0.0,1,0,0,0,0,
M00324,2026-04-23,1,9.44,9.44,1.0,0,0,0,0,0,
M00324,2026-04-24,1,7.73,6.3,0.8146,0,0,0,0,0,
M00324,2026-04-25,1,8.82,5.91,0.6703,0,1,0,1,0,
M00324,2026-04-26,1,9.07,7.29,0.8032,0,1,1,0,0,10.1
M00324,2026-04-27,1,9.21,6.22,0.6746,0,0,0,0,0,
M00324,2026-04-28,0,8.97,0.0,0.0,1,0,0,0,0,
M00324,2026-04-29,1,9.39,7.1,0.756,0,0,0,0,0,
M00324,2026-04-30,1,8.47,6.66,0.7859,0,0,0,0,0,
M00324,2026-05-01,1,9.5,8.81,0.9276,0,0,0,0,0,
M00324,2026-05-02,1,7.1,5.45,0.7687,0,0,0,0,0,
M00324,2026-05-03,1,8.33,6.33,0.7599,0,1,1,0,0,18.92
M00324,2026-05-04,1,8.05,6.02,0.7478,0,0,0,0,0,
M00324,2026-05-05,1,6.18,4.42,0.7152,0,0,0,0,0,
M00324,2026-05-06,1,6.54,5.67,0.8662,0,0,0,0,0,
M00324,2026-05-07,1,9.12,6.82,0.7479,0,0,0,0,0,
M00324,2026-05-08,1,7.48,6.89,0.9202,0,1,1,0,0,18.85
M00324,2026-05-09,1,7.88,6.44,0.8171,0,0,0,0,0,
M00324,2026-05-10,1,8.88,6.61,0.7448,0,1,1,0,0,24.4
M00324,2026-05-11,1,8.9,7.39,0.8306,0,1,1,0,0,25.59
M00324,2026-05-12,1,10.46,8.24,0.7884,0,0,0,0,0,
M00324,2026-05-13,1,9.4,8.64,0.9195,0,1,1,0,0,7.2
M00324,2026-05-14,1,9.54,8.22,0.8611,0,0,0,0,0,
M00324,2026-05-15,1,9.37,7.76,0.8277,0,0,0,0,0,
M00324,2026-05-16,1,9.04,7.27,0.8047,0,0,0,0,0,
M00324,2026-05-17,1,10.53,8.9,0.8452,0,1,1,0,0,25.25
M00324,2026-05-18,1,9.87,8.63,0.8739,0,1,1,0,0,13.92
M00324,2026-05-19,1,9.39,8.75,0.9312,0,0,0,0,0,
M00324,2026-05-20,1,8.59,7.19,0.8372,0,0,0,0,0,
M00324,2026-05-21,1,9.89,9.68,0.9781,0,0,0,0,0,
M00324,2026-05-22,1,8.91,7.81,0.8768,0,1,1,0,0,18.75
M00324,2026-05-23,1,10.05,8.3,0.8258,0,1,1,0,0,30.75
M00324,2026-05-24,1,8.67,8.46,0.9755,0,0,0,0,0,
M00324,2026-05-25,1,9.0,8.44,0.9373,0,0,0,0,0,
M00324,2026-05-26,1,10.32,8.83,0.8558,0,1,1,0,1,18.27
M00324,2026-05-27,1,10.81,9.47,0.8758,0,1,1,0,0,22.36
M00324,2026-05-28,1,10.68,8.73,0.8171,0,1,1,0,0,23.56
M00324,2026-05-29,1,9.25,8.09,0.8743,0,0,0,0,0,
M00324,2026-05-30,1,7.74,6.21,0.8031,0,0,0,0,0,
M00324,2026-05-31,1,8.92,5.46,0.6121,0,0,0,0,0,
M00325,2026-02-01,1,9.53,7.87,0.8258,0,0,0,0,0,
M00325,2026-02-02,1,8.59,7.57,0.8813,0,0,0,0,0,
M00325,2026-02-03,1,9.0,5.6,0.6223,0,2,2,0,0,13.57
M00325,2026-02-04,1,9.57,9.57,1.0,0,1,1,0,0,16.71
M00325,2026-02-05,1,10.65,6.63,0.6226,0,0,0,0,0,
M00325,2026-02-06,1,8.09,6.74,0.8332,0,0,0,0,0,
M00325,2026-02-07,1,8.5,8.5,1.0,0,0,0,0,0,
M00325,2026-02-08,1,6.18,5.32,0.8614,0,0,0,0,0,
M00325,2026-02-09,1,8.62,6.28,0.7283,0,0,0,0,0,
M00325,2026-02-10,1,8.73,7.24,0.8287,0,0,0,0,0,
M00325,2026-02-11,1,9.04,8.03,0.8881,0,0,0,0,0,
M00325,2026-02-12,1,7.27,6.11,0.8394,0,0,0,0,0,
M00325,2026-02-13,1,10.75,8.01,0.745,0,0,0,0,0,
M00325,2026-02-14,1,10.64,9.8,0.9211,0,0,0,0,0,
M00325,2026-02-15,1,7.63,5.88,0.7705,0,0,0,0,0,
M00325,2026-02-16,1,5.37,4.12,0.7669,0,0,0,0,0,
M00325,2026-02-17,1,10.86,9.54,0.8784,0,0,0,0,0,
M00325,2026-02-18,1,5.71,5.71,1.0,0,1,1,0,0,30.58
M00325,2026-02-19,1,8.82,7.28,0.8246,0,0,0,0,0,
M00325,2026-02-20,1,11.12,9.35,0.8409,0,0,0,0,0,
M00325,2026-02-21,1,8.31,7.47,0.8991,0,1,1,0,0,16.9
M00325,2026-02-22,1,8.32,8.32,1.0,0,0,0,0,0,
M00325,2026-02-23,0,9.3,0.0,0.0,1,0,0,0,0,
M00325,2026-02-24,0,7.95,0.0,0.0,0,0,0,0,0,
M00325,2026-02-25,1,8.33,7.19,0.8621,0,1,1,0,0,12.78
M00325,2026-02-26,0,8.96,0.0,0.0,1,0,0,0,0,
M00325,2026-02-27,1,8.83,8.02,0.9089,0,1,1,0,0,18.92
M00325,2026-02-28,1,7.55,6.39,0.8474,0,1,1,0,0,20.67
M00325,2026-03-01,1,9.37,9.37,1.0,0,0,0,0,0,
M00325,2026-03-02,1,8.13,6.43,0.7903,0,0,0,0,0,
M00325,2026-03-03,1,7.96,6.87,0.8634,0,0,0,0,0,
M00325,2026-03-04,1,9.32,9.27,0.995,0,1,1,0,0,18.88
M00325,2026-03-05,1,8.38,7.2,0.8588,0,0,0,0,0,
M00325,2026-03-06,1,9.24,9.01,0.9747,0,0,0,0,0,
M00325,2026-03-07,1,6.86,6.13,0.8946,0,2,2,0,0,22.285
M00325,2026-03-08,1,9.28,7.72,0.8311,0,0,0,0,0,
M00325,2026-03-09,1,10.3,9.4,0.9128,0,0,0,0,0,
M00325,2026-03-10,1,11.96,11.96,1.0,0,0,0,0,0,
M00325,2026-03-11,1,8.16,7.23,0.8862,0,0,0,0,0,
M00325,2026-03-12,1,6.62,6.52,0.9845,0,0,0,0,0,
M00325,2026-03-13,0,10.21,0.0,0.0,1,2,2,0,0,13.14
M00325,2026-03-14,1,8.24,7.25,0.8797,0,0,0,0,0,
M00325,2026-03-15,1,10.09,10.09,1.0,0,0,0,0,0,
M00325,2026-03-16,1,9.69,8.92,0.9204,0,0,0,0,0,
M00325,2026-03-17,1,8.23,7.99,0.9714,0,1,1,0,1,18.77
M00325,2026-03-18,1,8.27,7.05,0.8529,0,0,0,0,0,
M00325,2026-03-19,1,7.48,6.08,0.8125,0,1,1,0,0,12.06
M00325,2026-03-20,1,9.58,7.73,0.8071,0,0,0,0,0,
M00325,2026-03-21,1,9.68,9.68,1.0,0,0,0,0,0,
M00325,2026-03-22,1,10.17,8.46,0.8315,0,0,0,0,0,
M00325,2026-03-23,1,7.03,7.03,1.0,0,0,0,0,0,
M00325,2026-03-24,1,9.46,8.01,0.8471,0,0,0,0,0,
M00325,2026-03-25,1,9.37,8.05,0.8586,0,0,0,0,0,
M00325,2026-03-26,1,9.66,8.01,0.8291,0,0,0,0,0,
M00325,2026-03-27,0,9.05,0.0,0.0,1,0,0,0,0,
M00325,2026-03-28,0,8.85,0.0,0.0,1,0,0,0,0,
M00325,2026-03-29,1,8.17,6.92,0.8466,0,0,0,0,0,
M00325,2026-03-30,1,11.62,9.35,0.8047,0,0,0,0,0,
M00325,2026-03-31,1,9.35,8.6,0.9201,0,0,0,0,0,
M00325,2026-04-01,1,8.27,6.52,0.7888,0,0,0,0,0,
M00325,2026-04-02,1,7.83,6.26,0.7996,0,0,0,0,0,
M00325,2026-04-03,1,11.49,10.75,0.9354,0,2,2,0,0,19.415
M00325,2026-04-04,1,8.72,6.66,0.7634,0,0,0,0,0,
M00325,2026-04-05,1,9.25,9.17,0.9916,0,0,0,0,0,
M00325,2026-04-06,1,8.79,7.5,0.8529,0,0,0,0,0,
M00325,2026-04-07,1,8.71,8.11,0.9313,0,0,0,0,0,
M00325,2026-04-08,1,8.78,7.69,0.8762,0,0,0,0,0,
M00325,2026-04-09,1,9.48,9.18,0.968,0,0,0,0,0,
