merchant_id,merchant_name,city,cuisine_type,segment,join_date,menu_ready,competitor_presence,profile_avg_rating
M00332,Merchant 00332,Berkeley,American,Mid-Market,2023-02-17,0,1,4.39
M00333,Merchant 00333,San Jose,Chinese,SMB,2021-05-31,1,1,4.06
M00334,Merchant 00334,San Francisco,Indian,Mid-Market,2020-05-06,1,0,4.19
M00335,Merchant 00335,Oakland,Italian,SMB,2023-10-27,1,0,4.45
M00336,Merchant 00336,San Francisco,Japanese,Mid-Market,2024-10-24,1,0,3.37
M00337,Merchant 00337,Oakland,Thai,SMB,2025-07-09,1,0,4.0
M00338,Merchant 00338,San Francisco,Italian,SMB,2022-08-06,1,1,3.76
M00339,Merchant 00339,Berkeley,Italian,SMB,2024-10-19,1,0,4.14
M00340,Merchant 00340,Palo Alto,Mexican,Mid-Market,2020-04-03,1,0,4.26
M00341,Merchant 00341,Oakland,Mediterranean,Enterprise,2021-07-29,1,0,4.69
M00342,Merchant 00342,Oakland,American,SMB,2021-04-26,0,1,4.0
M00343,Merchant 00343,San Jose,Mediterranean,SMB,2024-11-24,1,0,4.4
M00344,Merchant 00344,Fremont,Italian,SMB,2023-04-17,1,0,4.58
M00345,Merchant 00345,Fremont,Mexican,Enterprise,2023-05-07,1,1,4.49
M00346,Merchant 00346,Fremont,American,SMB,2021-02-21,1,0,4.53
M00347,Merchant 00347,San Jose,Thai,SMB,2020-08-31,1,0,4.02
M00348,Merchant 00348,San Francisco,Japanese,SMB,2021-07-14,1,0,4.51
M00349,Merchant 00349,Palo Alto,Chinese,Mid-Market,2023-09-15,1,0,4.6
M00350,Merchant 00350,Palo Alto,Italian,SMB,2020-06-16,1,0,4.28
M00351,Merchant 00351,Oakland,American,SMB,2023-08-16,1,1,4.09
M00352,Merchant 00352,Oakland,American,Enterprise,2020-03-15,0,1,4.23
M00353,Merchant 00353,San Francisco,Indian,SMB,2022-12-11,1,0,4.05
M00354,Merchant 00354,Berkeley,Chinese,SMB,2024-11-07,1,0,4.06
M00355,Merchant 00355,Fremont,Thai,Mid-Market,2023-09-14,0,0,5.0
M00356,Merchant 00356,Oakland,American,Enterprise,2025-08-31,1,1,4.34
M00357,Merchant 00357,Berkeley,Indian,SMB,2024-03-19,1,0,4.75
M00358,Merchant 00358,San Francisco,American,SMB,2024-06-21,1,1,4.12
M00359,Merchant 00359,Oakland,American,SMB,2020-03-15,1,0,4.26
M00360,Merchant 00360,Palo Alto,Mediterranean,SMB,2022-11-02,1,1,4.47
M00361,Merchant 00361,Berkeley,Mexican,SMB,2023-09-15,1,0,4.0
M00362,Merchant 00362,Oakland,Mexican,SMB,2022-02-17,1,1,4.01
M00363,Merchant 00363,Palo Alto,Chinese,SMB,2024-09-13,1,1,4.6
M00364,Merchant 00364,Berkeley,Mediterranean,SMB,2025-07-21,1,0,4.32
M00365,Merchant 00365,Palo Alto,Thai,SMB,2024-12-01,1,0,4.05
M00366,Merchant 00366,Palo Alto,Japanese,SMB,2023-11-20,1,1,4.28
M00367,Merchant 00367,San Jose,Mediterranean,SMB,2021-09-23,1,0,4.33
M00368,Merchant 00368,Palo Alto,American,Mid-Market,2024-11-12,1,1,4.64
M00369,Merchant 00369,Berkeley,Mediterranean,SMB,2023-08-22,1,0,4.13
M00370,Merchant 00370,Palo Alto,Japanese,Enterprise,2020-11-27,1,1,3.96
M00371,Merchant 00371,San Francisco,Thai,SMB,2024-03-18,1,0,4.74
M00372,Merchant 00372,Oakland,American,SMB,2024-08-26,0,0,5.0
M00373,Merchant 00373,San Jose,Mexican,Mid-Market,2020-08-23,1,0,4.45
M00374,Merchant 00374,Fremont,Mexican,Enterprise,2022-09-03,0,1,4.77
M00375,Merchant 00375,Fremont,Japanese,SMB,2023-02-28,1,0,3.94
M00376,Merchant 00376,San Francisco,American,SMB,2023-01-11,0,1,4.29
M00377,Merchant 00377,Berkeley,American,SMB,2024-06-25,1,0,4.01
M00378,Merchant 00378,Fremont,Japanese,Mid-Market,2020-11-30,1,0,4.29
M00379,Merchant 00379,Palo Alto,Japanese,SMB,2023-04-22,0,0,4.15
M00380,Merchant 00380,Fremont,American,Enterprise,2025-05-16,1,1,4.06
M00381,Merchant 00381,San Francisco,American,Mid-Market,2025-01-21,0,0,3.97
M00382,Merchant 00382,San Francisco,Indian,SMB,2020-06-20,1,0,3.74
M00383,Merchant 00383,Oakland,Japanese,Mid-Market,2025-08-18,1,0,3.97
M00384,Merchant 00384,Oakland,Japanese,Mid-Market,2024-11-25,1,1,4.49
M00385,Merchant 00385,San Jose,Mexican,SMB,2023-10-04,1,1,3.98
M00386,Merchant 00386,Fremont,American,SMB,2021-12-08,1,1,4.39
M00387,Merchant 00387,Palo Alto,Mediterranean,SMB,2023-01-14,1,1,4.19
M00388,Merchant 00388,San Jose,Italian,Enterprise,2021-01-21,1,1,4.1
M00389,Merchant 00389,San Jose,Thai,SMB,2020-11-21,1,0,3.98
M00390,Merchant 00390,Oakland,Japanese,SMB,2023-12-22,0,1,4.01
M00391,Merchant 00391,Fremont,Japanese,SMB,2020-11-13,1,0,4.07
M00392,Merchant 00392,San Jose,Italian,SMB,2023-12-28,1,1,3.83
M00393,Merchant 00393,San Francisco,American,SMB,2025-04-17,1,0,4.01
M00394,Merchant 00394,Oakland,Thai,Mid-Market,2024-02-21,1,1,4.26
M00395,Merchant 00395,Berkeley,Japanese,SMB,2022-02-28,1,0,4.13
M00396,Merchant 00396,Palo Alto,Mediterranean,SMB,2024-02-19,1,0,4.17
M00397,Merchant 00397,Palo Alto,Chinese,Mid-Market,2024-10-03,1,0,4.72
M00398,Merchant 00398,San Jose,Mexican,SMB,2024-07-09,1,0,4.79
M00399,Merchant 00399,Fremont,Indian,Mid-Market,2020-11-22,1,0,3.75
M00400,Merchant 00400,Palo Alto,Indian,SMB,2023-11-23,0,0,4.71
M00401,Merchant 00401,Palo Alto,Mediterranean,Enterprise,2024-10-25,1,1,4.04
M00402,Merchant 00402,Palo Alto,Japanese,SMB,2022-10-20,1,0,4.28
M00403,Merchant 00403,San Jose,Mexican,SMB,2024-11-27,1,0,4.56
M00404,Merchant 00404,San Francisco,Mexican,Mid-Market,2024-04-11,1,0,4.24
M00405,Merchant 00405,Berkeley,Indian,SMB,2025-03-28,1,1,3.98
M00406,Merchant 00406,Fremont,Italian,SMB,2021-03-16,1,1,4.22
M00407,Merchant 00407,San Jose,Chinese,Mid-Market,2022-10-06,1,0,4.19
M00408,Merchant 00408,San Francisco,Indian,Enterprise,2024-07-19,1,0,4.95
M00409,Merchant 00409,Fremont,Indian,SMB,2023-10-20,1,1,4.42
M00410,Merchant 00410,San Francisco,Japanese,SMB,2023-08-11,0,1,4.5
M00411,Merchant 00411,Berkeley,Mediterranean,SMB,2024-04-19,1,0,5.0
M00412,Merchant 00412,Berkeley,Chinese,Enterprise,2022-09-09,1,0,3.98
M00413,Merchant 00413,Oakland,Thai,SMB,2024-10-06,1,1,4.28
M00414,Merchant 00414,Fremont,Mexican,SMB,2020-04-05,1,0,3.92
M00415,Merchant 00415,Palo Alto,Chinese,SMB,2024-07-29,1,0,4.25
M00416,Merchant 00416,San Francisco,American,SMB,2020-10-27,1,0,4.55
M00417,Merchant 00417,San Jose,American,SMB,2024-11-17,1,0,4.21
M00418,Merchant 00418,San Francisco,Chinese,SMB,2023-08-26,1,1,4.58
M00419,Merchant 00419,San Francisco,Mexican,SMB,2023-04-24,1,0,5.0
M00420,Merchant 00420,Fremont,Italian,SMB,2025-08-01,1,0,4.34
M00421,Merchant 00421,San Francisco,Thai,Enterprise,2021-04-27,1,0,4.24
M00422,Merchant 00422,San Jose,Mediterranean,Mid-Market,2020-03-28,1,0,3.89
M00423,Merchant 00423,San Francisco,Thai,Enterprise,2023-12-07,1,0,4.65
M00424,Merchant 00424,Fremont,American,Mid-Market,2020-11-22,1,0,3.81
M00425,Merchant 00425,San Jose,Indian,SMB,2021-08-23,1,1,4.48
M00426,Merchant 00426,San Francisco,Italian,SMB,2022-10-25,1,0,4.43
M00427,Merchant 00427,Palo Alto,Mexican,SMB,2022-01-29,1,1,4.48
M00428,Merchant 00428,San Jose,Indian,SMB,2022-05-24,1,0,4.04
M00429,Merchant 00429,Oakland,Italian,SMB,2021-11-13,1,1,4.17
M00430,Merchant 00430,San Jose,Mexican,SMB,2021-11-30,1,1,4.53
M00431,Merchant 00431,Oakland,Japanese,SMB,2021-04-02,1,0,5.0
M00432,Merchant 00432,San Francisco,Japanese,SMB,2022-03-18,1,1,3.94
M00433,Merchant 00433,San Jose,Thai,SMB,2020-07-03,1,0,4.29
M00434,Merchant 00434,Berkeley,Japanese,SMB,2024-07-18,1,1,4.09
M00435,Merchant 00435,Fremont,Japanese,SMB,2023-07-14,1,1,4.35
M00436,Merchant 00436,Palo Alto,Italian,SMB,2020-12-31,1,0,3.85
M00437,Merchant 00437,Palo Alto,Japanese,SMB,2022-02-07,1,1,4.42
M00438,Merchant 00438,Berkeley,Italian,Mid-Market,2021-08-31,1,0,4.6
M00439,Merchant 00439,Palo Alto,Mediterranean,SMB,2022-09-26,1,0,4.5
M00440,Merchant 00440,San Francisco,American,SMB,2021-03-24,0,1,3.86
M00441,Merchant 00441,Oakland,Mexican,SMB,2021-10-21,1,1,3.8
M00442,Merchant 00442,Palo Alto,Indian,SMB,2021-05-08,1,1,4.12
M00443,Merchant 00443,San Francisco,Mediterranean,Mid-Market,2021-03-29,1,1,4.51
M00444,Merchant 00444,Palo Alto,Thai,SMB,2021-04-06,1,1,3.78
M00445,Merchant 00445,Palo Alto,American,SMB,2025-05-03,1,1,4.78
M00446,Merchant 00446,Berkeley,American,SMB,2024-07-18,1,1,3.96
M00447,Merchant 00447,San Francisco,Italian,Enterprise,2021-03-30,1,1,4.58
M00448,Merchant 00448,Fremont,Italian,SMB,2024-05-09,1,1,3.93
M00449,Merchant 00449,Palo Alto,Mediterranean,SMB,2024-09-26,1,0,4.54
M00450,Merchant 00450,Fremont,Mediterranean,SMB,2022-12-24,1,0,3.52
M00451,Merchant 00451,Oakland,American,Mid-Market,2020-10-15,1,1,4.24
M00452,Merchant 00452,Berkeley,American,SMB,2021-03-10,1,0,3.89
M00453,Merchant 00453,Fremont,Thai,SMB,2021-06-15,1,0,4.64
M00454,Merchant 00454,San Francisco,Italian,Mid-Market,2021-06-16,1,1,4.13
M00455,Merchant 00455,Berkeley,Mediterranean,SMB,2021-03-19,1,0,3.59
M00456,Merchant 00456,San Jose,Indian,SMB,2020-10-08,1,0,4.73
M00457,Merchant 00457,San Jose,Indian,SMB,2021-10-03,1,0,3.72
M00458,Merchant 00458,Oakland,Mexican,Mid-Market,2023-05-05,1,0,4.53
M00459,Merchant 00459,Berkeley,Mediterranean,SMB,2022-03-25,1,0,4.57
M00460,Merchant 00460,Berkeley,Indian,SMB,2021-06-28,1,1,4.09
M00461,Merchant 00461,San Jose,Japanese,SMB,2021-04-28,1,1,3.76
M00462,Merchant 00462,Berkeley,Italian,Mid-Market,2022-04-04,1,1,4.24
M00463,Merchant 00463,Oakland,Chinese,Mid-Market,2022-01-02,1,0,3.83
M00464,Merchant 00464,Oakland,Japanese,SMB,2022-06-03,0,0,3.79
M00465,Merchant 00465,San Francisco,Japanese,Mid-Market,2021-07-03,1,1,3.89
M00466,Merchant 00466,Fremont,Chinese,Mid-Market,2021-08-05,0,1,4.45
M00467,Merchant 00467,San Francisco,Italian,SMB,2022-04-28,1,1,3.93
M00468,Merchant 00468,San Jose,Mediterranean,SMB,2021-10-08,1,0,3.95
M00469,Merchant 00469,Palo Alto,Mexican,Mid-Market,2025-06-23,1,0,4.38
M00470,Merchant 00470,Palo Alto,Italian,SMB,2022-05-23,1,1,4.24
M00471,Merchant 00471,Oakland,Mediterranean,SMB,2025-07-24,1,0,3.93
M00472,Merchant 00472,Palo Alto,Mediterranean,SMB,2021-05-12,1,1,3.97
M00473,Merchant 00473,Oakland,Japanese,SMB,2024-09-23,1,0,4.07
M00474,Merchant 00474,San Francisco,Indian,Mid-Market,2025-08-04,1,1,3.92
M00475,Merchant 00475,Oakland,Japanese,SMB,2025-04-06,1,1,4.19
M00476,Merchant 00476,Oakland,American,SMB,2023-11-21,1,0,3.66
M00477,Merchant 00477,San Jose,Thai,SMB,2020-07-23,1,0,4.5
M00478,Merchant 00478,Palo Alto,Japanese,SMB,2021-02-16,1,0,4.28
M00479,Merchant 00479,Oakland,Mediterranean,SMB,2022-06-13,1,1,4.39
M00480,Merchant 00480,San Jose,Thai,SMB,2020-05-28,1,1,4.27
M00481,Merchant 00481,Palo Alto,Mediterranean,SMB,2023-09-10,1,0,4.66
M00482,Merchant 00482,Oakland,Thai,Enterprise,2022-05-14,1,0,4.52
M00483,Merchant 00483,San Jose,Italian,SMB,2023-03-09,1,1,3.88
M00484,Merchant 00484,San Jose,Italian,SMB,2025-07-22,1,1,4.7
M00485,Merchant 00485,San Jose,Thai,SMB,2022-01-06,1,1,4.88
M00486,Merchant 00486,San Jose,Italian,SMB,2020-05-29,0,0,4.51
M00487,Merchant 00487,Palo Alto,Mediterranean,SMB,2025-08-04,1,0,4.02
M00488,Merchant 00488,Berkeley,Japanese,Mid-Market,2023-10-03,1,0,4.0
M00489,Merchant 00489,San Jose,American,Mid-Market,2021-01-27,1,0,4.22
M00490,Merchant 00490,San Francisco,American,SMB,2020-09-24,1,0,4.0
M00491,Merchant 00491,Oakland,Italian,SMB,2022-01-04,1,0,3.83
M00492,Merchant 00492,Palo Alto,Thai,Enterprise,2022-12-02,1,1,4.22
M00493,Merchant 00493,San Francisco,Italian,SMB,2021-06-18,1,1,4.67
M00494,Merchant 00494,Oakland,Thai,Mid-Market,2023-08-04,1,0,4.32
M00495,Merchant 00495,Oakland,American,SMB,2020-03-27,1,0,4.39
M00496,Merchant 00496,Oakland,Mexican,Enterprise,2021-09-11,1,0,4.48
M00497,Merchant 00497,Oakland,Japanese,SMB,2022-09-08,1,0,4.02
M00498,Merchant 00498,Fremont,Mexican,SMB,2022-06-18,1,0,3.89
M00499,Merchant 00499,Fremont,Mediterranean,Enterprise,2023-12-23,1,0,4.84
M00500,Merchant 00500,Berkeley,Mexican,Mid-Market,2021-02-08,1,0,4.62
M00501,Merchant 00501,Fremont,American,SMB,2024-11-29,1,0,4.41
M00502,Merchant 00502,Oakland,Thai,SMB,2025-02-12,1,0,4.31
M00503,Merchant 00503,Berkeley,Mexican,SMB,2024-12-29,1,0,4.38
M00504,Merchant 00504,San Francisco,Chinese,SMB,2020-09-16,1,1,4.25
M00505,Merchant 00505,Berkeley,Mediterranean,SMB,2023-05-16,1,1,4.35
M00506,Merchant 00506,Oakland,Italian,SMB,2021-02-19,1,0,3.94
M00507,Merchant 00507,Palo Alto,Thai,Mid-Market,2022-11-06,1,1,3.49
M00508,Merchant 00508,Fremont,Mediterranean,SMB,2025-06-18,1,0,3.58
M00509,Merchant 00509,San Jose,American,SMB,2022-02-23,1,1,4.14
M00510,Merchant 00510,Oakland,Japanese,SMB,2023-03-30,1,1,4.59
M00511,Merchant 00511,San Francisco,Thai,SMB,2023-10-24,1,0,5.0
M00512,Merchant 00512,San Jose,Japanese,SMB,2021-08-24,1,1,4.8
M00513,Merchant 00513,Palo Alto,Italian,SMB,2022-02-23,1,0,4.4
M00514,Merchant 00514,San Jose,Mediterranean,Mid-Market,2022-10-05,1,1,5.0
M00515,Merchant 00515,San Francisco,Japanese,SMB,2021-10-02,1,0,4.17
M00516,Merchant 00516,Palo Alto,Chinese,Mid-Market,2021-02-21,1,1,4.01
M00517,Merchant 00517,San Francisco,Mediterranean,SMB,2020-05-07,0,0,3.45
M00518,Merchant 00518,San Jose,Mexican,SMB,2023-02-05,1,0,4.55
M00519,Merchant 00519,Berkeley,Mexican,Mid-Market,2024-04-17,1,1,4.28
M00520,Merchant 00520,Oakland,Japanese,SMB,2022-02-09,1,1,3.73
M00521,Merchant 00521,Fremont,Indian,Mid-Market,2021-03-18,1,0,4.28
M00522,Merchant 00522,San Jose,Japanese,Mid-Market,2022-03-15,1,1,3.78
M00523,Merchant 00523,Fremont,American,SMB,2024-07-20,1,0,3.89
M00524,Merchant 00524,San Jose,Mexican,SMB,2021-06-09,1,0,4.55
M00525,Merchant 00525,Palo Alto,Mexican,Mid-Market,2022-07-01,1,0,4.68
M00526,Merchant 00526,Oakland,Italian,Mid-Market,2021-12-18,1,0,4.46
M00527,Merchant 00527,Oakland,Japanese,SMB,2021-08-07,1,0,4.37
M00528,Merchant 00528,Fremont,Italian,SMB,2022-09-24,1,0,4.09
M00529,Merchant 00529,Oakland,Japanese,Mid-Market,2021-06-14,1,0,4.33
M00530,Merchant 00530,Palo Alto,Mexican,SMB,2023-01-30,1,0,4.59
M00531,Merchant 00531,Berkeley,American,Mid-Market,2022-11-04,1,0,4.16
M00532,Merchant 00532,San Francisco,Thai,SMB,2023-02-17,1,0,4.29
M00533,Merchant 00533,San Jose,American,SMB,2023-01-21,1,0,4.58
M00534,Merchant 00534,San Jose,Chinese,Mid-Market,2024-10-01,1,1,4.33
M00535,Merchant 00535,Oakland,Japanese,Enterprise,2024-04-30,1,0,4.06
M00536,Merchant 00536,Berkeley,Thai,SMB,2021-10-19,1,0,4.87
M00537,Merchant 00537,Fremont,American,SMB,2021-11-05,1,1,3.98
M00538,Merchant 00538,San Jose,Chinese,SMB,2024-10-23,1,0,4.56
M00539,Merchant 00539,Palo Alto,Japanese,SMB,2024-12-16,1,0,3.57
M00540,Merchant 00540,San Jose,Italian,Enterprise,2023-12-15,1,0,4.1
M00541,Merchant 00541,Oakland,Japanese,SMB,2024-09-22,1,1,3.96
M00542,Merchant 00542,San Francisco,Mexican,Mid-Market,2023-03-12,1,0,4.4
M00543,Merchant 00543,Berkeley,Thai,SMB,2020-03-03,1,0,3.95
M00544,Merchant 00544,San Jose,Italian,SMB,2021-07-24,1,0,4.04
M00545,Merchant 00545,San Francisco,Japanese,Mid-Market,2023-05-26,1,1,4.59
M00546,Merchant 00546,San Jose,Japanese,SMB,2021-06-06,1,0,4.35
M00547,Merchant 00547,San Francisco,Mexican,Mid-Market,2024-10-02,1,0,4.17
M00548,Merchant 00548,Oakland,Indian,Mid-Market,2021-01-22,0,1,4.86
M00549,Merchant 00549,Berkeley,Mexican,Mid-Market,2021-09-23,1,1,3.78
M00550,Merchant 00550,Berkeley,Thai,SMB,2021-11-28,1,0,4.68
M00551,Merchant 00551,Oakland,American,SMB,2024-10-12,1,1,4.01
M00552,Merchant 00552,Oakland,Japanese,SMB,2021-01-03,1,0,4.79
M00553,Merchant 00553,Berkeley,Japanese,SMB,2025-03-22,1,0,4.47
M00554,Merchant 00554,Fremont,Japanese,SMB,2023-08-30,1,0,4.14
M00555,Merchant 00555,San Jose,Japanese,SMB,2025-08-23,1,0,4.46
M00556,Merchant 00556,San Francisco,American,SMB,2021-01-05,1,1,4.29
M00557,Merchant 00557,San Francisco,American,SMB,2022-02-05,1,1,4.13
M00558,Merchant 00558,Palo Alto,Mexican,SMB,2020-06-21,1,1,4.45
M00559,Merchant 00559,San Francisco,American,SMB,2024-06-06,1,1,3.82
M00560,Merchant 00560,Fremont,Chinese,SMB,2023-09-08,1,1,4.16
M00561,Merchant 00561,Oakland,Mexican,SMB,2021-02-19,1,1,4.12
M00562,Merchant 00562,San Jose,Chinese,Mid-Market,2025-03-26,1,1,4.21
M00563,Merchant 00563,San Jose,Mexican,Mid-Market,2021-01-16,1,0,4.06
M00564,Merchant 00564,Berkeley,American,SMB,2020-05-27,1,1,4.29
M00565,Merchant 00565,San Jose,Mexican,Mid-Market,2023-11-26,1,1,3.58
M00566,Merchant 00566,San Francisco,Italian,SMB,2021-02-10,1,0,4.0
M00567,Merchant 00567,Berkeley,Indian,SMB,2023-12-17,1,0,3.63
M00568,Merchant 00568,San Francisco,American,SMB,2022-03-03,1,1,3.91
M00569,Merchant 00569,San Francisco,Japanese,SMB,2021-12-19,1,0,4.61
M00570,Merchant 00570,San Jose,Italian,SMB,2020-05-08,1,0,4.36
M00571,Merchant 00571,San Francisco,Japanese,SMB,2022-02-28,1,1,4.49
M00572,Merchant 00572,Oakland,Italian,SMB,2023-11-03,1,0,4.83
M00573,Merchant 00573,Berkeley,Mediterranean,SMB,2021-12-12,0,0,4.12
M00574,Merchant 00574,Berkeley,Chinese,SMB,2022-08-21,1,0,4.51
M00575,Merchant 00575,Oakland,Chinese,SMB,2024-04-24,1,1,4.21
M00576,Merchant 00576,San Francisco,Indian,SMB,2023-05-28,1,0,3.71
M00577,Merchant 00577,Berkeley,Chinese,SMB,2021-01-27,0,0,4.62
M00578,Merchant 00578,San Jose,American,Enterprise,2024-10-14,0,0,4.63
M00579,Merchant 00579,Oakland,Mexican,SMB,2023-10-11,1,0,4.16
M00580,Merchant 00580,San Jose,Chinese,Mid-Market,2021-10-04,1,0,4.28
M00581,Merchant 00581,Fremont,American,SMB,2021-08-06,1,0,4.49
M00582,Merchant 00582,Palo Alto,Thai,SMB,2023-12-17,1,0,3.64
M00583,Merchant 00583,San Jose,Italian,SMB,2024-06-20,1,0,3.96
M00584,Merchant 00584,Fremont,Japanese,SMB,2025-08-08,0,1,3.98
M00585,Merchant 00585,Berkeley,Thai,SMB,2025-05-23,1,0,4.15
M00586,Merchant 00586,Oakland,Italian,SMB,2021-11-20,1,0,4.06
M00587,Merchant 00587,San Francisco,Indian,SMB,2020-05-26,1,0,4.61
M00588,Merchant 00588,Berkeley,Mediterranean,SMB,2023-01-08,1,0,4.08
M00589,Merchant 00589,San Jose,American,SMB,2025-04-24,1,1,4.29
M00590,Merchant 00590,San Francisco,Chinese,Mid-Market,2021-05-26,1,0,4.02
M00591,Merchant 00591,Berkeley,Indian,SMB,2020-12-04,1,0,5.0
M00592,Merchant 00592,Oakland,Italian,SMB,2021-10-22,1,0,4.15
M00593,Merchant 00593,Oakland,Chinese,SMB,2025-04-22,1,0,4.14
M00594,Merchant 00594,Berkeley,Italian,Mid-Market,2025-03-15,1,1,4.22
M00595,Merchant 00595,Oakland,Italian,SMB,2023-08-03,1,1,4.16
M00596,Merchant 00596,San Jose,American,SMB,2022-04-29,1,0,4.77
M00597,Merchant 00597,Palo Alto,Japanese,SMB,2020-10-28,0,1,4.25
M00598,Merchant 00598,Oakland,Mexican,Mid-Market,2020-03-08,1,1,4.61
M00599,Merchant 00599,Berkeley,Indian,SMB,2021-09-22,1,0,4.35
M00600,Merchant 00600,Fremont,Japanese,SMB,2023-03-11,1,0,4.34
M00601,Merchant 00601,San Jose,Mediterranean,SMB,2020-11-11,1,1,4.67
M00602,Merchant 00602,Oakland,Japanese,SMB,2021-09-15,1,0,4.32
M00603,Merchant 00603,San Francisco,Japanese,Mid-Market,2021-10-30,1,1,4.47
M00604,Merchant 00604,Fremont,Thai,SMB,2023-07-24,1,1,4.59
M00605,Merchant 00605,Palo Alto,Thai,SMB,2020-05-22,1,1,4.19
M00606,Merchant 00606,San Jose,Indian,SMB,2023-08-20,0,0,4.31
M00607,Merchant 00607,Oakland,Mediterranean,SMB,2024-10-17,1,0,4.26
M00608,Merchant 00608,San Francisco,Chinese,Enterprise,2021-01-07,1,0,4.21
M00609,Merchant 00609,Berkeley,American,Mid-Market,2020-04-29,1,1,3.92
M00610,Merchant 00610,San Jose,Thai,SMB,2023-06-14,1,1,4.01
M00611,Merchant 00611,San Jose,Thai,SMB,2021-12-22,1,0,4.17
M00612,Merchant 00612,Fremont,Mexican,Mid-Market,2021-05-20,1,0,4.76
M00613,Merchant 00613,San Jose,American,SMB,2022-04-09,0,0,4.58
M00614,Merchant 00614,Oakland,Italian,SMB,2024-08-04,1,0,4.55
M00615,Merchant 00615,San Francisco,American,SMB,2020-05-24,1,1,4.38
M00616,Merchant 00616,Oakland,Italian,SMB,2021-01-20,1,0,4.14
M00617,Merchant 00617,Oakland,Chinese,SMB,2024-07-02,1,1,3.88
M00618,Merchant 00618,Fremont,Italian,SMB,2020-05-10,1,1,3.96
M00619,Merchant 00619,Oakland,Chinese,SMB,2025-04-02,1,0,4.03
M00620,Merchant 00620,Oakland,Italian,SMB,2022-12-23,1,0,4.48
M00621,Merchant 00621,San Francisco,Mexican,SMB,2023-09-10,1,0,4.87
M00622,Merchant 00622,San Jose,Mexican,SMB,2022-05-10,1,0,4.13
M00623,Merchant 00623,Palo Alto,American,SMB,2022-08-16,0,0,5.0
M00624,Merchant 00624,San Francisco,Thai,Mid-Market,2024-09-08,1,0,4.58
M00625,Merchant 00625,Berkeley,Mexican,Mid-Market,2025-03-07,1,0,4.6
M00626,Merchant 00626,Palo Alto,Mexican,SMB,2021-11-18,0,0,4.06
M00627,Merchant 00627,San Jose,Mexican,SMB,2023-06-26,0,1,3.85
M00628,Merchant 00628,San Francisco,Japanese,SMB,2021-05-08,1,0,4.64
M00629,Merchant 00629,Oakland,Mediterranean,SMB,2025-07-26,1,1,5.0
M00630,Merchant 00630,San Francisco,Indian,Mid-Market,2024-12-16,1,1,4.17
M00631,Merchant 00631,San Jose,Japanese,SMB,2020-07-27,1,0,4.19
M00632,Merchant 00632,San Francisco,Italian,SMB,2023-08-03,1,1,4.13
M00633,Merchant 00633,Fremont,Mediterranean,Mid-Market,2023-04-22,1,0,4.61
M00634,Merchant 00634,San Jose,Thai,SMB,2022-12-05,1,1,4.43
M00635,Merchant 00635,San Francisco,Mediterranean,SMB,2025-07-19,1,0,3.72
M00636,Merchant 00636,San Francisco,Indian,SMB,2023-05-08,1,1,3.94
M00637,Merchant 00637,San Jose,Italian,Mid-Market,2024-02-18,1,0,3.51
M00638,Merchant 00638,San Francisco,Thai,Mid-Market,2020-09-29,1,1,4.54
M00639,Merchant 00639,Berkeley,Mexican,Mid-Market,2020-06-21,1,0,4.43
M00640,Merchant 00640,Palo Alto,Thai,Mid-Market,2023-09-17,1,0,3.77
M00641,Merchant 00641,Palo Alto,Italian,SMB,2020-03-01,1,0,4.12
M00642,Merchant 00642,Fremont,Japanese,SMB,2023-03-11,1,1,4.45
M00643,Merchant 00643,Fremont,Indian,SMB,2024-07-19,1,0,4.99
M00644,Merchant 00644,Berkeley,Mexican,SMB,2023-04-17,1,0,4.25
M00645,Merchant 00645,Oakland,Italian,SMB,2022-04-24,1,0,4.12
M00646,Merchant 00646,Berkeley,Chinese,SMB,2021-02-18,1,0,4.29
M00647,Merchant 00647,Berkeley,Indian,SMB,2023-05-12,1,0,3.61
M00648,Merchant 00648,Palo Alto,Chinese,SMB,2022-09-20,1,1,3.94
M00649,Merchant 00649,Oakland,Mexican,SMB,2025-07-10,1,0,4.45
M00650,Merchant 00650,San Francisco,Thai,SMB,2023-12-26,1,1,3.56
M00651,Merchant 00651,Fremont,Italian,SMB,2025-08-21,1,0,4.21
M00652,Merchant 00652,San Jose,Italian,SMB,2022-11-18,1,1,4.64
M00653,Merchant 00653,San Francisco,Mediterranean,SMB,2022-06-26,1,1,4.17
M00654,Merchant 00654,San Francisco,Japanese,Mid-Market,2021-11-11,1,1,4.41
M00655,Merchant 00655,Palo Alto,Thai,Mid-Market,2025-04-16,1,1,4.29
M00656,Merchant 00656,San Francisco,American,Mid-Market,2023-03-03,1,1,4.94
M00657,Merchant 00657,San Francisco,Indian,SMB,2025-08-07,1,0,4.73
M00658,Merchant 00658,Palo Alto,Mexican,SMB,2022-03-20,1,0,4.84
M00659,Merchant 00659,Berkeley,Italian,Mid-Market,2020-08-03,1,0,4.45
M00660,Merchant 00660,Berkeley,Mediterranean,SMB,2023-12-07,1,1,4.22
M00661,Merchant 00661,Berkeley,Mexican,Mid-Market,2020-09-11,1,1,3.96
M00662,Merchant 00662,Palo Alto,Mexican,SMB,2020-03-01,1,0,4.43
M00663,Merchant 00663,Oakland,Thai,Enterprise,2021-09-29,1,0,4.65
M00664,Merchant 00664,Berkeley,Mexican,SMB,2023-05-10,1,0,4.74
